,Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,YrSold,Total_sqr_footage,Total_Bathrooms,Total_porch_sf,has2ndfloor,hasgarage,hasbsmt,hasfireplace,MSSubClass_120,MSSubClass_160,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_FV,MSZoning_RL,MSZoning_RM,LotShape_IR1,LotShape_IR2,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_Inside,LandSlope_Gtl,LandSlope_Mod,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosN,Condition1_RRAn,Condition2_Norm,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Hip,RoofMatl_CompShg,Exterior1st_AsbShng,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_BrkFace,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,ExterQual_Ex,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,ExterCond_Fa,ExterCond_Gd,ExterCond_TA,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_ALQ,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,Heating_GasA,HeatingQC_Ex,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_TA,CentralAir_N,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_SBrkr,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Typ,FireplaceQu_Ex,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_Po,FireplaceQu_TA,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_Detchd,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Fa,GarageQual_TA,GarageCond_Fa,GarageCond_TA,PavedDrive_N,PavedDrive_P,PavedDrive_Y,MoSold_1,MoSold_10,MoSold_11,MoSold_12,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,SaleType_COD,SaleType_New,SaleType_WD,SaleCondition_Abnorml,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice
1020,1025,19.39008208710089,14.731743629613428,8,4.682840759547975,1976,1976,0.0,167.92253734715783,10.202688619744535,0.0,497.4657326753786,6.164866493815632,0.0,0.0,8.630613119165314,0.9910479265414203,0.0,2,0.0,2,0.7509478719701147,2.494211273960976,0.9003221774014758,1976.0,2.0,665.0,0.0,13.044204254463983,13.462272879700205,0.0,0.0,0.0,2008,184.29009246071797,2.9910479265414205,26.506477134164186,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,287000
1021,1026,15.600087907285713,13.227969490323888,5,3.994101438644549,1972,1972,0.0,39.24149113390901,10.627067380895006,43.53216037677112,311.0559216939323,5.442275510349314,0.0,0.0,7.256283761382075,0.9910479265414203,0.0,1,0.0,3,0.7509478719701147,1.8451791332286638,0.0,1980.0,2.0,461.0,26.833386932953026,0.0,0.0,0.0,0.0,0.0,2007,55.310834025153326,1.9910479265414203,26.833386932953026,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,112500
1022,1027,15.979464294558474,13.625340432337913,5,3.994101438644549,1960,1960,24.162595935855133,118.62774327485937,0.0,67.2629213484731,418.7446439513695,5.666942489453529,0.0,0.0,7.668511122171201,0.9910479265414203,0.0,1,0.0,3,0.7509478719701147,2.0090237520113132,1.6789461801423684,1960.0,2.0,461.0,0.0,0.0,0.0,0.0,20.70599323243796,0.0,2010,124.2946857643129,1.9910479265414203,20.70599323243796,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,167500
1023,1028,15.727391689975702,13.674982872666316,8,3.994101438644549,2007,2008,24.631802548776,200.32740791590064,0.0,26.903743029904472,516.3779228440944,5.828417455211602,0.0,0.0,7.972955036813949,0.9910479265414203,0.0,2,0.0,3,0.7509478719701147,2.151620166593836,0.9003221774014758,2008.0,3.0,800.0,42.28080580853017,10.06488959284437,0.0,0.0,0.0,0.0,2008,206.15582537111223,2.9910479265414205,52.34569540137454,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,293077
1024,1029,16.71657318203615,13.668723563536474,5,3.994101438644549,1941,1950,0.0,76.86896964937084,5.159423337755056,50.98106996079425,277.70782044209614,5.500880658731286,530.6378232783235,0.0,7.766213767908011,0.9910479265414203,0.0,1,0.0,3,0.7509478719701147,2.0090237520113132,0.9003221774014758,1941.0,1.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,618.1670969241807,1.9910479265414203,0.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,105000
1025,1030,7.631357018721146,10.240058308288052,6,5.352171267632849,1972,1972,22.642699592824002,69.43460079739911,0.0,50.63980667901237,248.91796066090052,5.268901872438301,720.8356380856274,0.0,7.625902600985041,0.0,0.6842917134747305,1,1.0678876958578156,3,0.7509478719701147,2.151620166593836,0.0,1972.0,1.0,264.0,0.0,7.865907791917415,0.0,0.0,0.0,0.0,2006,795.5391407554648,1.876089704666273,7.865907791917415,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,118000
1026,1031,14.490464934564544,13.0538423462558,5,6.004982745830326,1916,1995,0.0,0.0,0.0,75.01627511066455,253.16105169134124,5.487761515309272,1333.456781943478,0.0,8.156051534800902,0.0,0.0,2,0.0,5,1.2485192713528988,2.494211273960976,0.0,1940.61,0.0,0.0,0.0,0.0,14.97778933749898,0.0,0.0,0.0,2006,1338.9445434587874,2.0,14.97778933749898,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,160000
1027,1032,19.320809460565584,14.783292902009853,7,2.540659959687022,1920,1970,0.0,97.62899373203916,0.0,45.8637641078227,294.1947544481477,5.843317861885491,1359.2273891326147,4.80335006904642,8.702632319356923,0.9910479265414203,0.0,2,1.0678876958578156,5,0.7509478719701147,2.675356079538172,1.6789461801423684,1970.0,2.0,672.0,33.75068964801081,12.168925863060558,0.0,0.0,0.0,0.0,2009,1462.6997007265393,3.524991774470328,45.91961551107137,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,197000
1028,1033,19.1267918412082,14.591100818495548,8,5.352171267632849,1993,1993,0.0,152.68243956396037,0.0,48.11585419519248,437.5770371600959,5.708368906971279,1603.7555660748724,0.0,8.467428506496775,0.9910479265414203,0.0,2,1.0678876958578156,5,0.7509478719701147,2.494211273960976,0.9003221774014758,1993.0,3.0,796.0,44.68068413271224,11.331909363649201,0.0,0.0,0.0,0.0,2006,1762.146374545804,3.524991774470328,56.01259349636144,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,310000
1029,1034,16.170086746598013,13.340421229159908,7,3.994101438644549,2002,2002,23.15157619929305,150.0192749893158,0.0,73.84078202246863,520.5022573894449,5.831355723190399,0.0,0.0,7.978560164464393,0.9910479265414203,0.0,2,0.0,3,0.7509478719701147,2.0090237520113132,0.0,2002.0,3.0,900.0,0.0,18.02711347389365,0.0,0.0,0.0,0.0,2006,155.8506307125062,2.9910479265414205,18.02711347389365,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,230000
1030,1035,12.84222043259896,12.813955195578522,5,5.352171267632849,1938,1950,0.0,0.0,0.0,89.2752428643008,321.9925961418573,5.491728014994215,0.0,0.0,7.345917998144555,0.0,0.0,1,0.0,2,0.7509478719701147,1.8451791332286638,0.9003221774014758,1938.0,1.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,5.491728014994215,1.0,0.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,119750
1031,1036,14.384242412376251,14.079703734535551,4,2.540659959687022,1957,1957,0.0,0.0,0.0,0.0,0.0,5.415159330702963,0.0,0.0,7.207393717786283,0.0,0.0,1,0.0,3,0.7509478719701147,1.8451791332286638,0.0,1957.0,1.0,290.0,41.41533286198064,0.0,0.0,0.0,0.0,0.0,2009,5.415159330702963,1.0,41.41533286198064,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,84000
1032,1037,17.88811485324413,14.328527934616414,9,3.994101438644549,2007,2008,11.723942313965296,153.7007129029136,0.0,69.13787493437356,511.72922552701704,5.818761784446877,0.0,0.0,7.954552249179363,0.9910479265414203,0.0,2,0.0,2,0.7509478719701147,2.0090237520113132,0.9003221774014758,2008.0,3.0,912.0,47.2795551459777,0.0,0.0,0.0,0.0,0.0,2009,159.51947468736049,2.9910479265414205,47.2795551459777,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,315500
1033,1038,16.461721884233494,13.611614587752618,8,3.994101438644549,2001,2002,26.4636870648718,0.0,0.0,96.8076778414723,360.2065859137509,5.554770170893271,1661.5718210968766,0.0,8.342144628260549,0.0,0.0,2,1.0678876958578156,3,0.7509478719701147,2.151620166593836,0.9003221774014758,2001.0,2.0,905.0,0.0,10.186685207493994,0.0,0.0,23.963963718674545,0.0,2008,1667.12659126777,2.533943847928908,34.15064892616854,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,287000
1034,1039,7.631357018721146,10.072056436475046,4,4.682840759547975,1970,2008,0.0,0.0,0.0,65.49353625395679,209.9483222838034,5.378828833361838,720.8356380856274,0.0,7.739117823863654,0.0,0.0,1,1.0678876958578156,3,0.7509478719701147,2.0090237520113132,0.9003221774014758,1959.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,726.2144669189892,1.5339438479289078,0.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,97000
1035,1040,7.631357018721146,10.004142804931707,4,3.281973407555094,1970,1970,0.0,95.84636367502085,0.0,26.37183880979411,236.0899101243622,5.227295667642398,0.0,0.0,6.873607911346012,0.9910479265414203,0.0,1,0.0,1,0.7509478719701147,1.4181305106605493,0.0,1970.0,1.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,101.07365934266325,1.9910479265414203,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,80000
1036,1041,17.773889022064434,14.36657366627732,5,3.281973407555094,1957,2000,11.472959470100575,44.941130798458005,11.69108047776407,44.28751423250294,382.1494348413251,5.883468939380946,0.0,0.0,8.078368065225119,0.9910479265414203,0.0,2,0.0,3,0.7509478719701147,2.277915931077867,0.9003221774014758,1957.0,2.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,62.51568021560302,2.9910479265414205,0.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,155000
1037,1042,16.21466742239472,13.586236747782928,6,6.004982745830326,1966,2000,21.53943331951883,81.36018792983025,5.995567934044474,48.99638375354509,287.1548432629265,5.380420794617648,1122.5396350281842,0.0,7.9630815293989725,0.0,0.6842917134747305,1,1.0678876958578156,4,0.7509478719701147,2.151620166593836,0.0,1966.0,2.0,484.0,0.0,9.562138030795692,0.0,0.0,0.0,0.0,2008,1215.2758116866767,1.876089704666273,9.562138030795692,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,173000
1038,1043,10.227745789783848,12.49052700732271,6,3.994101438644549,2005,2005,16.10032228873331,141.0400383872802,0.0,54.87851429595836,428.99088501014666,5.687085504564799,0.0,0.0,7.706108277165618,0.9910479265414203,0.0,2,0.0,1,0.7509478719701147,1.8451791332286638,0.9003221774014758,2005.0,2.0,624.0,39.05570211068254,12.168925863060558,0.0,0.0,0.0,0.0,2009,146.727123891845,2.9910479265414205,51.2246279737431,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,196000
1039,1044,17.54356303723658,14.142491871171044,7,3.994101438644549,1990,1990,13.88270530714326,160.04212578932317,0.0,53.57398085515169,473.92520210408395,5.784809612397725,1072.9332448267396,0.0,8.375600502330084,0.9910479265414203,0.0,2,1.0678876958578156,4,0.7509478719701147,2.494211273960976,0.9003221774014758,1990.0,2.0,514.0,42.28080580853017,17.000505294540613,0.0,0.0,0.0,0.0,2008,1238.7601802284605,3.524991774470328,59.28131110307078,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,262280
